genre,filename,year,index,score,sent1,sent2
main-captions,MSRvid,2012,130,2.2,The men are playing cricket.,The men are playing basketball.
main-captions,MSRvid,2012,131,4.4,A man rides off on a motorcycle.,A man is riding on a motorcycle.
main-captions,MSRvid,2012,132,3.6,A man is playing a guitar.,A man is singing and playing a guitar.
main-captions,MSRvid,2012,133,3.6,The man talked on the telephone.,The man is talking on the phone.
main-captions,MSRvid,2012,135,0.5,A man is fishing.,A man is exercising.
main-captions,MSRvid,2012,136,0.8,A man is levitating.,A man is talking.
main-captions,MSRvid,2012,138,0.6,Two boys are driving.,Two bays are dancing.
main-captions,MSRvid,2012,141,2.6,A man is riding on a horse.,A girl is riding a horse.
main-captions,MSRvid,2012,142,2.0,A man is riding a bicycle.,A monkey is riding a bike.
main-captions,MSRvid,2012,143,2.2,A man is slicing potatoes.,A woman is peeling potato.
main-captions,MSRvid,2012,144,2.4,A woman is peeling a potato.,A man is slicing potato.
main-captions,MSRvid,2012,145,3.6,A man is playing a guitar.,Someoen is playing guitar.
main-captions,MSRvid,2012,148,2.2,A woman is slicing a leek.,A woman is slicing ginger.
main-captions,MSRvid,2012,149,4.8,The man cut a paper plate.,A man is cutting a paper plate.
main-captions,MSRvid,2012,151,1.643,The man is playing the guitar.,A man is playing the flute.
main-captions,MSRvid,2012,152,1.75,A man is playing the piano.,The man is playing the violin.
main-captions,MSRvid,2012,154,2.25,A woman is slicing up some meat.,A woman is breading some meat.
main-captions,MSRvid,2012,155,4.0,A man is playing on his keyboard.,A man is playing a keyboard piano.
main-captions,MSRvid,2012,157,4.8,The lady chopped up the green onions.,The lady cut up a green onion.
main-captions,MSRvid,2012,158,3.2,Someone is sitring noodles in water.,A woman is boiling noodles in water.
main-captions,MSRvid,2012,160,4.0,Lionel Richie is dancing on the ceiling.,Lionel Ritchie dances while standing on the ceiling.
main-captions,MSRvid,2012,161,4.4,A man is playing a piano.,A person is playing the piano.
main-captions,MSRvid,2012,163,4.6,A woman is playing flute.,A woman plays on a flute.
main-captions,MSRvid,2012,164,3.8,A boy is checking a calender.,A boy is looking at a calendar.
main-captions,MSRvid,2012,165,4.8,A woman is cutting an onion.,A woman is chopping onions.
main-captions,MSRvid,2012,166,4.857,A man is playing guitar.,A man plays a guitar.
main-captions,MSRvid,2012,167,5.0,A woman is using a sewing machine.,A woman is sewing on a machine.
main-captions,MSRvid,2012,168,2.533,A woman is flipping pancakes.,A cartoon chef is flipping pancakes.
main-captions,MSRvid,2012,172,1.0,A man is running on the road.,A car is driving down the road.
main-captions,MSRvid,2012,175,1.0,A man is riding on a horse.,A man is talking on a phone.
main-captions,MSRvid,2012,176,2.0,A man is riding a bike.,A man is riding on a horse.
main-captions,MSRvid,2012,178,0.14300000000000002,A woman is dancing.,A man is eating.
main-captions,MSRvid,2012,179,2.0,A man is playing a piano.,A man is playing a flute.
main-captions,MSRvid,2012,180,1.6,A man is playing a flute.,A man is playing a piano.
main-captions,MSRvid,2012,182,1.6,A man is spinning.,A man is dancing.
main-captions,MSRvid,2012,184,3.4,A monkey is swinging from limb to limb.,A monkey is swinging from tree to tree.
main-captions,MSRvid,2012,185,4.0,The people got off the train.,The people got off the train at the station.
main-captions,MSRvid,2012,187,4.8,A dog is jumping on a trampoline.,A dog bounces on a trampoline.
main-captions,MSRvid,2012,188,2.5,A boy is playing an instrument.,A man is playing a trumpet.
main-captions,MSRvid,2012,190,1.75,A woman plays the guitar.,A man sings and plays the guitar.
main-captions,MSRvid,2012,191,1.0,A woman is picking a can.,A woman is slicing a tomato.
main-captions,MSRvid,2012,192,5.0,A man is climbing a rope.,A man climbs up a rope.
main-captions,MSRvid,2012,193,1.4,A man is lifting a car.,A man is climbing a wall.
main-captions,MSRvid,2012,195,4.0,A man and woman are driving down the street in a jeep.,A man and woman are driving down the road in an open air vehicle.
main-captions,MSRvid,2012,196,3.8,The shirtless man sat in a chair.,A shirtless man is sitting on a chair.
main-captions,MSRvid,2012,198,4.0,Two women are wrestling.,Two women are wrestling on the floor.
main-captions,MSRvid,2012,199,4.0,The puppy played with a blue tennis ball.,A puppy is playing with a tennis ball.
main-captions,MSRvid,2012,200,4.8,A kangroo is eating something.,A kangaroo is eating.
main-captions,MSRvid,2012,201,0.6,A cat is playing a piano.,A man is playing a guitar.
main-captions,MSRvid,2012,202,4.75,The man cut some carpet with a knife.,A man is cutting carpet with a knife.
main-captions,MSRvid,2012,203,2.2,A woman is riding a motorized scooter down a road.,A man is riding a motor scooter.
main-captions,MSRvid,2012,204,3.0,someone is slicing a vegetable.,Someone is slicing a tomato.
main-captions,MSRvid,2012,205,0.0,A woman is dancing.,A man is talking.
main-captions,MSRvid,2012,207,2.2,A dog licks up a baby's drool.,A dog licks a baby.
main-captions,MSRvid,2012,208,0.4,A man is rowing a boat.,A man is slicing a tomato.
main-captions,MSRvid,2012,210,4.8,A man cuts up potatos.,A man slices potatoes.
main-captions,MSRvid,2012,212,4.8,A woman is chopping up garlic.,The woman is dicing garlic.
main-captions,MSRvid,2012,214,3.8,An animal run in circles.,A squirrel runs in circles.
main-captions,MSRvid,2012,215,3.0,A man is walking slowly across a rope bridge.,A boy is walking across a bridge.
main-captions,MSRvid,2012,216,4.0,A man is playing the guitar.,A man seated in a room is playing the guitar.
main-captions,MSRvid,2012,217,5.0,A man plays the flute.,A man is playing a flute.
main-captions,MSRvid,2012,221,3.8,A woman cracks two eggs into a glass bowl.,A woman is cracking an egg into a bowl.
main-captions,MSRvid,2012,223,3.0,A man is cutting a fish.,A man guts a fish.
main-captions,MSRvid,2012,224,4.4,Two men are packing suitcases into the trunk of a car.,The men are putting suitcases into the car's trunk.
main-captions,MSRvid,2012,226,3.8,A man pours oil on some tomatos.,The man poured oil on the cut tomatoes.
main-captions,MSRvid,2012,227,3.0,A man is slicing something.,A man is slicing a bun.
main-captions,MSRvid,2012,230,0.667,A man is paddling a canoe.,A man is playing a harp.
main-captions,MSRvid,2012,231,4.0,A man and woman are walking together through the woods.,A man and woman are walking arm in arm through a wooded area.
main-captions,MSRvid,2012,233,3.75,The woman picked up the kangaroo.,A woman picks up a baby kangaroo.
main-captions,MSRvid,2012,234,4.133,Fish are swimming.,A fish is swimming.
main-captions,MSRvid,2012,235,4.0,Two women mix something in a food processor.,Two women make something in a blender.
main-captions,MSRvid,2012,237,3.6,A person is surfing a large wave.,A person is surfing.
main-captions,MSRvid,2012,238,1.2,A man is playing a guitar.,A man is stabbing a target.
main-captions,MSRvid,2012,239,1.6,A man is playing a flute in a band.,A man is playing a guitar.
main-captions,MSRvid,2012,240,4.0,The man spread butter on the loaf of bread.,A man is spreading butter onto bread.
main-captions,MSRvid,2012,241,4.0,A person is boiling noodles.,A woman is boiling noodles in water.
main-captions,MSRvid,2012,243,3.2,A group of people dance on a hill.,A group of people are dancing.
main-captions,MSRvid,2012,245,1.0,A man is dancing outside.,A man is playing flute.
main-captions,MSRvid,2012,246,1.0,A woman is feeding a man.,A woman is mixing meat.
main-captions,MSRvid,2012,247,0.6,A man is putting a pan into an oven.,A woman is cutting an onion.
main-captions,MSRvid,2012,249,0.4,A woman is sitting at a desk.,A woman is riding a donkey.
main-captions,MSRvid,2012,250,3.4,Medics transport a patient on a stretcher.,A doctor rushes a patient on a stretcher.
main-captions,MSRvid,2012,252,3.6,A woman is playing a flute on stage.,The woman is playing the flute.
main-captions,MSRvid,2012,254,3.0,Two baby pandas are playing.,Two pandas are laying together.
main-captions,MSRvid,2012,256,4.0,A baby is laughing.,A baby is laughing and giggling.
main-captions,MSRvid,2012,257,1.2,A man is playing a guitar.,A boy is playing a piano.
main-captions,MSRvid,2012,259,0.6,A man is folding paper.,A woman is slicing a pepper.
main-captions,MSRvid,2012,260,1.6,Three women are dancing.,The man is dancing.
main-captions,MSRvid,2012,262,2.6,The cats are playing with each other.,Two cats are fighting each other.
main-captions,MSRvid,2012,263,3.6,A person is writing.,A person is writing with a pencil.
main-captions,MSRvid,2012,267,3.5,A man is running.,A man is running down a road.
main-captions,MSRvid,2012,268,3.765,The woman is rolling dough.,A woman is flouring and rolling dough.
main-captions,MSRvid,2012,269,2.75,A woman is adding spices on a meat.,Woman is adding sugar to meat.
main-captions,MSRvid,2012,270,2.25,A woman is adding oil on fishes.,A woman is pouring water on fish.
main-captions,MSRvid,2012,271,2.75,A young boy is holding a guitar.,A little boy is playing a guitar.
main-captions,MSRvid,2012,272,3.8,A cheetah is running.,A cheetah is running across a field.
main-captions,MSRvid,2012,273,4.8,The man is eating pizza.,A man is eating a slice of pizza.
main-captions,MSRvid,2012,274,3.6,An orangutan is riding a bus.,A monkey is riding on a bus.
main-captions,MSRvid,2012,275,1.2,A man and a woman talk in a diner.,A man and a woman are riding on a bicycle.
main-captions,MSRvid,2012,277,0.4,A man is playing a guitar.,A man is cleaning a glass door.
main-captions,MSRvid,2012,278,2.4,A girl is singing and playing a guitar.,A young man is singing while playing the guitar.
main-captions,MSRvid,2012,282,3.9410000000000003,A girl is communicating with sign language.,A young girl is using sign language.
main-captions,MSRvid,2012,283,0.5,A woman is doing weight exercises.,A woman is doing her hair.
main-captions,MSRvid,2012,284,3.75,A man is getting inside a car.,An elderly man is getting into a red car.
main-captions,MSRvid,2012,285,4.0,A big green ball knocks a potato over.,A large green ball hits a potato.
main-captions,MSRvid,2012,287,3.0,A cat is playing keyboards.,A cat is playing a piano.
main-captions,MSRvid,2012,288,4.2,Two dogs swim in a pool.,Dogs are swimming in a pool.
main-captions,MSRvid,2012,290,2.0,The man used a chopper to chop the onion.,The man used a machine to chop up a potatoe.
main-captions,MSRvid,2012,291,5.0,A woman slices tofu.,A woman is cutting tofu.
main-captions,MSRvid,2012,292,3.0,A herd of deer are crossing the street.,A herd of caribou are crossing a road.
main-captions,MSRvid,2012,293,3.8,The person is riding the horse.,A man is riding a horse.
main-captions,MSRvid,2012,294,0.0,Someone is feeding a animal.,Someone is playing a piano.
main-captions,MSRvid,2012,295,0.0,Someone is slicing tortila's.,Someone is riding a horse.
main-captions,MSRvid,2012,296,0.25,Someone is mixing ingrediants.,Someone is sewing things.
main-captions,MSRvid,2012,297,4.0,A rooster pecks at a dead mouse.,A chicken is pecking at a dead mouse.
main-captions,MSRvid,2012,298,3.25,A woman holds a kangaroo.,A woman is picking up a kangaroo.
main-captions,MSRvid,2012,299,0.75,A man is playing with frogs,A cat is playing with a camera.
main-captions,MSRvid,2012,300,1.5,Two men are talking.,Two men are playing guitar.
main-captions,MSRvid,2012,303,3.5,A man spreads butter on a big piece of bread.,A man is smearing butter on a slice of garlic bread.
main-captions,MSRvid,2012,304,3.0,A man is running across a high wire.,A man is running on rope.
main-captions,MSRvid,2012,307,0.2,A man is mowing a lawn.,A woman is cutting a lemon.
main-captions,MSRvid,2012,309,0.8,A man is opening a door.,A man is playing a guitar.
main-captions,MSRvid,2012,311,4.2,A man is slicing a potato into pieces.,A man is cutting a potato.
main-captions,MSRvid,2012,312,3.8,The woman is cutting cooked octopus.,A woman is chopping octopus.
main-captions,MSRvid,2012,314,0.4,A man is punching through boards.,A dog is running through water.
main-captions,MSRvid,2012,316,0.8,A man is dancing.,A man is eating bread.
main-captions,MSRvid,2012,317,1.2,Someone is playing a piano.,A man is playing a guitar.
main-captions,MSRvid,2012,318,2.8,Two foxes are eating from a plate on a brick patio.,Foxes are eating from a plate.
main-captions,MSRvid,2012,319,3.2,A boy is playing a key-board.,A boy is playing the piano.
main-captions,MSRvid,2012,320,5.0,A person plays a keyboard.,Someone is playing a keyboard.
main-captions,MSRvid,2012,322,0.0,A man is shooting a gun.,A man is spitting.
main-captions,MSRvid,2012,323,1.0,Someone is slicing an onion.,Someoen is peeling a potato.
main-captions,MSRvid,2012,325,0.0,A man is swimming.,A woman is slicing meat.
main-captions,MSRvid,2012,327,3.75,A man is playing the guitar.,A man plays an acoustic guitar.
main-captions,MSRvid,2012,328,0.4,A woman is slicing a pumpkin.,A woman is riding an elephant.
main-captions,MSRvid,2012,329,0.4,A woman is dancing.,A woman is kneading dough.
main-captions,MSRvid,2012,331,0.6,A woman is cracking eggs into a bowl.,A woman is placing skewers onto a rack.
main-captions,MSRvid,2012,332,4.0,A car is moving through a road.,A car is driving down the road.
main-captions,MSRvid,2012,334,0.4,Someone is greasing a pan.,Smeone is laying down.
main-captions,MSRvid,2012,335,0.4,A man is playing guitar.,A man is draining pasta.
main-captions,MSRvid,2012,336,0.4,A woman is drinking vodka.,A woman is exercising.
main-captions,MSRvid,2012,339,4.8,A woman is cutting meat into pieces.,A woman is cutting up some meat.
main-captions,MSRvid,2012,342,0.6,A man is rinsing a steak.,A man is playing a guitar.
main-captions,MSRvid,2012,344,0.8,A man is selling items.,A man is cleaning the house.
main-captions,MSRvid,2012,347,3.2,A man is jumping a wall.,A man jumps onto a short wall.
main-captions,MSRvid,2012,348,3.2,Runners race around a track.,Runners compete in a race.
main-captions,MSRvid,2012,349,0.6,A man is kicking a soccer ball.,A man is mixing a bowl.
main-captions,MSRvid,2012,350,0.6,A woman is frying something.,A woman is riding a horse.
main-captions,MSRvid,2012,351,0.0,A cat is licking a sucker.,A woman is slicing cucumber.
main-captions,MSRvid,2012,352,1.4,A woman is dancing by a fire.,A woman is taking a bath.
main-captions,MSRvid,2012,355,2.2,The man is slicing a fish open.,A man is slicing a potato.
main-captions,MSRvid,2012,357,3.6,Butter is melting in a pan.,A man is melting butter in a pan.
main-captions,MSRvid,2012,359,3.111,Three boys are dancing.,Kids are dancing.
main-captions,MSRvid,2012,360,0.6,A woman is playing a game with a man.,A man is playing piano.
main-captions,MSRvid,2012,361,0.4,The man is driving a white car.,A man is giving an interview.
main-captions,MSRvid,2012,365,4.25,A man drove his car.,A man is driving a car.
main-captions,MSRvid,2012,366,3.0,A car backs out of a space.,A car is backing out of a blocked lane.
main-captions,MSRvid,2012,368,5.0,A man puts some cheese on a pizza.,The man sprinkled cheese on the pizza.
main-captions,MSRvid,2012,369,5.0,The boy is playing the piano.,A boy plays a piano.
main-captions,MSRvid,2012,371,3.75,The man played his guitar.,A man is playing a guitar.
main-captions,MSRvid,2012,373,0.2,A man is riding a horse.,A man is playing a keyboard.
main-captions,MSRvid,2012,374,0.4,A man is walking on a rope.,A man is riding a mo-pad.
main-captions,MSRvid,2012,376,1.286,A girl is playing a flute.,A band is playing on a stage.
main-captions,MSRvid,2012,377,4.6,People step off a train.,A group of people get off a train.
main-captions,MSRvid,2012,378,0.6,A woman is sewing on a machine.,A woman is breading some meat.
main-captions,MSRvid,2012,379,2.0,A dog is looking into swimming pool.,A dog is walking around a pool.
main-captions,MSRvid,2012,380,5.0,A man is buttering a piece of bread.,A man is applying butter to bread.
main-captions,MSRvid,2012,382,1.8,A man is cutting tomatoes into pieces.,A woman is cutting some vegetables.
main-captions,MSRvid,2012,384,2.4,Three teenage girls danced in the room.,Some teenage girls are dancing for the camera.
main-captions,MSRvid,2012,385,2.4,A lion is walking.,A lion is pacing in a pen.
main-captions,MSRvid,2012,386,0.4,A man shooting a car.,A man is cutting a potato.
main-captions,MSRvid,2012,388,4.2,A black horse is running around.,The horse is running.
main-captions,MSRvid,2012,390,0.0,A woman is deveining shrimp.,A man is dancing in rain.
main-captions,MSRvid,2012,391,0.0,A man is riding a horse.,A woman is washing a freezer.
main-captions,MSRvid,2012,393,0.8,A man walks down a path.,A man walks across a tight rope.
main-captions,MSRvid,2012,394,1.4,A man is slicing a potato.,A woman is cutting a jalepeno.
main-captions,MSRvid,2012,395,1.5,A dog is barking at a ball.,A dog swims after a tennis ball.
main-captions,MSRvid,2012,397,2.5,A kid runs away from a fish swinging around on a fishing pole.,A little kid is running around a fishing pole.
main-captions,MSRvid,2012,398,2.5,A man is walking along a path through wilderness.,A man is walking down a road.
main-captions,MSRvid,2012,399,3.5,An elderly man is speaking at a podium.,A man is making a speech at the podium.
main-captions,MSRvid,2012,401,3.4,A man riding a horse in slow motion.,A man is riding on a horse.
main-captions,MSRvid,2012,402,3.8,A person is cutting some burrata cheese.,The person is slicing cheese.
main-captions,MSRvid,2012,403,3.8,The man is shooting an automatic rifle.,A man is shooting a gun.
main-captions,MSRvid,2012,406,1.5,A man is crushing garlic with the back of a knife.,A woman is slicing meat with a knife.
main-captions,MSRvid,2012,407,0.5,A woman is filing her fingernails with an emery board.,A woman is feeding her baby with a bottle.
main-captions,MSRvid,2012,408,0.0,A man is riding a skateboard.,A woman is cutting a potato.
main-captions,MSRvid,2012,409,0.0,A woman is taking a shower.,A man is riding a white horse.
main-captions,MSRvid,2012,410,0.8,A  man is dancing.,A man is riding a horse.
main-captions,MSRvid,2012,413,0.85,A man is rowing a boat.,A man is shooting off a gun.
main-captions,MSRvid,2012,414,3.4,A man is swinging from a rope attached to the ceiling.,A man is swinging on a rope.
main-captions,MSRvid,2012,415,0.4,A woman is riding a horse on a beach.,A man is carrying another man on his back.
main-captions,MSRvid,2012,416,1.75,A man holds a small animal in one hand.,A man shows off a small monkey.
main-captions,MSRvid,2012,417,3.25,A person is folding a square paper piece.,A man is folding paper.
main-captions,MSRvid,2012,418,0.75,A person is frying meat in a pan.,A person is holding a skunk.
main-captions,MSRvid,2012,422,0.0,A chimpanzee is hurting a woman.,A man is driving a car.
main-captions,MSRvid,2012,423,0.0,The woman is peeling shrimp.,The man is holding a lemur.
main-captions,MSRvid,2012,427,4.25,Two zebras are playing.,Zebras are socializing.
main-captions,MSRvid,2012,428,1.8,A woman is slicing butter.,A woman slices tofu.
main-captions,MSRvid,2012,429,3.2,Some men are playing guitars.,Three men are playing guitars and singing together.
main-captions,MSRvid,2012,430,3.6,The elephants sprayed water on themselves.,Elephants spray themselves with water.
main-captions,MSRvid,2012,432,2.6,A dog sat at the counter of a store.,The dog is standing at the counter.
main-captions,MSRvid,2012,433,3.2,Someone drills a hole in a strip of wood with a power drill.,A man drills a hole in a piece of wood.
main-captions,MSRvid,2012,437,2.8,A woman is slicing some vegetables.,The woman is dicing garlic.
main-captions,MSRvid,2012,438,4.6,A badger is burrowing a hole.,A badger is digging the earth.
main-captions,MSRvid,2012,439,0.0,A woman is water skiing on a lake.,A man is playing a flute.
main-captions,MSRvid,2012,440,0.25,A girl is playing a violin.,A baby is laughing and giggling.
main-captions,MSRvid,2012,441,3.923,A helicopter is landing on a helipad.,A helicopter lands.
main-captions,MSRvid,2012,442,2.75,A woman is cutting up a chicken.,A woman is slicing meat.
main-captions,MSRvid,2012,443,0.0,A woman is cutting a cucumber.,A man is playing a guitar.
main-captions,MSRvid,2012,444,3.0,A woman rides an elephant in front of an adoring crowd.,A woman rides an elephant.
main-captions,MSRvid,2012,445,3.8,A puppy is sliding backwards along the floor.,A puppy is pushing itself backwards.
main-captions,MSRvid,2012,447,4.6,A woman splits garlic cloves.,A woman is breaking a head of garlic into cloves.
main-captions,MSRvid,2012,448,2.6,A dog is looking into swimming pool.,A dog is walking along the edge of a pool.
main-captions,MSRvid,2012,449,3.6,A woman mixes a beauty treatment in a glass.,A woman is mixing a cream in a glass with a spoon.
main-captions,MSRvid,2012,450,3.6,A man is drawing a picture.,A person is drawing.
main-captions,MSRvid,2012,455,1.0,A woman is picking tomatoes.,A woman is pouring batter into a bowl.
main-captions,MSRvid,2012,456,2.75,A man is looking at a computer monitor.,A man is using a laptop.
main-captions,MSRvid,2012,457,1.25,The boy is riding a tricycle.,A woman is riding a water scooter.
main-captions,MSRvid,2012,458,2.75,Two men compete in a tire rolling race.,Two people flipped tractor tires in a race.
main-captions,MSRvid,2012,460,0.0,A person is cutting a meat.,A person riding a mechanical bull
main-captions,MSRvid,2012,461,0.0,A man is playing a violin.,A woman is using a sewing machine.
main-captions,MSRvid,2012,466,2.4,The baby crawled through the doorway.,A baby is crawling across the floor.
main-captions,MSRvid,2012,467,2.2,A man is playing keyboard.,A person is playing a piano.
main-captions,MSRvid,2012,469,0.2,A man is smelling two pizzas.,A woman is feeding a man.
